,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
8155,Ladakh,Wheat,2004,24827,630,1578,16.92
8156,Ladakh,Yams,2004,83525,630,1578,16.92
8157,Ladakh,Cassava,2005,91009,630,1578,17.28
8158,Ladakh,Maize,2005,16405,630,1578,17.28
8159,Ladakh,Plantains and others,2005,123810,630,1578,17.28
8160,Ladakh,Potatoes,2005,200000,630,1578,17.28
8161,Ladakh,"Rice, paddy",2005,39321,630,1578,17.28
8162,Ladakh,Sorghum,2005,12230,630,1578,17.28
8163,Ladakh,Soybeans,2005,8591,630,1578,17.28
8164,Ladakh,Sweet potatoes,2005,109577,630,1578,17.28
8165,Ladakh,Wheat,2005,23131,630,1578,17.28
8166,Ladakh,Yams,2005,86683,630,1578,17.28
8167,Ladakh,Cassava,2006,95856,630,1578,16.92
8168,Ladakh,Maize,2006,17197,630,1578,16.92
8169,Ladakh,Plantains and others,2006,121739,630,1578,16.92
8170,Ladakh,Potatoes,2006,200000,630,1578,16.92
8171,Ladakh,"Rice, paddy",2006,28062,630,1578,16.92
8172,Ladakh,Sorghum,2006,8006,630,1578,16.92
8173,Ladakh,Soybeans,2006,8265,630,1578,16.92
8174,Ladakh,Sweet potatoes,2006,96701,630,1578,16.92
8175,Ladakh,Wheat,2006,21875,630,1578,16.92
8176,Ladakh,Yams,2006,95024,630,1578,16.92
8177,Ladakh,Cassava,2007,74185,630,1578,16.6
8178,Ladakh,Maize,2007,18132,630,1578,16.6
8179,Ladakh,Plantains and others,2007,123810,630,1578,16.6
8180,Ladakh,Potatoes,2007,200000,630,1578,16.6
8181,Ladakh,"Rice, paddy",2007,28715,630,1578,16.6
8182,Ladakh,Sorghum,2007,9474,630,1578,16.6
8183,Ladakh,Soybeans,2007,8400,630,1578,16.6
8184,Ladakh,Sweet potatoes,2007,132796,630,1578,16.6
8185,Ladakh,Wheat,2007,30940,630,1578,16.6
8186,Ladakh,Yams,2007,74649,630,1578,16.6
8187,Ladakh,Cassava,2008,137358,630,1578,16.66
8188,Ladakh,Maize,2008,13925,630,1578,16.66
8189,Ladakh,Plantains and others,2008,124000,630,1578,16.66
8190,Ladakh,Potatoes,2008,214815,630,1578,16.66
8191,Ladakh,"Rice, paddy",2008,13076,630,1578,16.66
8192,Ladakh,Sorghum,2008,5221,630,1578,16.66
8193,Ladakh,Soybeans,2008,8160,630,1578,16.66
8194,Ladakh,Sweet potatoes,2008,142515,630,1578,16.66
8195,Ladakh,Wheat,2008,25845,630,1578,16.66
8196,Ladakh,Yams,2008,75874,630,1578,16.66
8197,Ladakh,Cassava,2009,116431,630,1578,17.3
8198,Ladakh,Maize,2009,12943,630,1578,17.3
8199,Ladakh,Plantains and others,2009,123077,630,1578,17.3
8200,Ladakh,Potatoes,2009,191199,630,1578,17.3
8201,Ladakh,"Rice, paddy",2009,19333,630,1578,17.3
8202,Ladakh,Sorghum,2009,5717,630,1578,17.3
8203,Ladakh,Soybeans,2009,7153,630,1578,17.3
8204,Ladakh,Sweet potatoes,2009,132895,630,1578,17.3
8205,Ladakh,Wheat,2009,16665,630,1578,17.3
8206,Ladakh,Yams,2009,45170,630,1578,17.3
8207,Ladakh,Cassava,2010,52521,630,1578,16.82
8208,Ladakh,Maize,2010,17251,630,1578,16.82
8209,Ladakh,Plantains and others,2010,125000,630,1578,16.82
8210,Ladakh,Potatoes,2010,224279,630,1578,16.82
8211,Ladakh,"Rice, paddy",2010,42384,630,1578,16.82
8212,Ladakh,Sorghum,2010,7267,630,1578,16.82
8213,Ladakh,Soybeans,2010,9500,630,1578,16.82
8214,Ladakh,Sweet potatoes,2010,99739,630,1578,16.82
8215,Ladakh,Wheat,2010,31991,630,1578,16.82
8216,Ladakh,Yams,2010,65645,630,1578,16.82
8217,Ladakh,Cassava,2011,112309,630,1578,16.9
8218,Ladakh,Maize,2011,15840,630,1578,16.9
8219,Ladakh,Plantains and others,2011,124000,630,1578,16.9
8220,Ladakh,Potatoes,2011,191690,630,1578,16.9
8221,Ladakh,"Rice, paddy",2011,39676,630,1578,16.9
8222,Ladakh,Sorghum,2011,6291,630,1578,16.9
8223,Ladakh,Soybeans,2011,12578,630,1578,16.9
8224,Ladakh,Sweet potatoes,2011,122689,630,1578,16.9
8225,Ladakh,Wheat,2011,20415,630,1578,16.9
8226,Ladakh,Yams,2011,91154,630,1578,16.9
8227,Ladakh,Cassava,2012,127273,630,1578,16.84
8228,Ladakh,Maize,2012,17366,630,1578,16.84
8229,Ladakh,Plantains and others,2012,120000,630,1578,16.84
8230,Ladakh,Potatoes,2012,203389,630,1578,16.84
8231,Ladakh,"Rice, paddy",2012,46643,630,1578,16.84
8232,Ladakh,Sorghum,2012,7445,630,1578,16.84
8233,Ladakh,Soybeans,2012,14997,630,1578,16.84
8234,Ladakh,Sweet potatoes,2012,128346,630,1578,16.84
8235,Ladakh,Wheat,2012,29720,630,1578,16.84
8236,Ladakh,Yams,2012,116053,630,1578,16.84
8237,Ladakh,Cassava,2013,142470,630,1578,16.91
8238,Ladakh,Maize,2013,16922,630,1578,16.91
8239,Ladakh,Plantains and others,2013,119231,630,1578,16.91
8240,Ladakh,Potatoes,2013,144262,630,1578,16.91
8241,Ladakh,"Rice, paddy",2013,39955,630,1578,16.91
8242,Ladakh,Sorghum,2013,7550,630,1578,16.91
8243,Ladakh,Soybeans,2013,12231,630,1578,16.91
8244,Ladakh,Sweet potatoes,2013,124706,630,1578,16.91
8245,Ladakh,Wheat,2013,27602,630,1578,16.91
8246,Ladakh,Yams,2013,135962,630,1578,16.91
8247,Lakshadweep Islands,Cassava,1990,79680,1976,9880.07,24.53
8248,Lakshadweep Islands,Maize,1990,15188,1976,9880.07,24.53
8249,Lakshadweep Islands,Plantains and others,1990,149570,1976,9880.07,24.53
8250,Lakshadweep Islands,Potatoes,1990,113100,1976,9880.07,24.53
8251,Lakshadweep Islands,"Rice, paddy",1990,25026,1976,9880.07,24.53
8252,Lakshadweep Islands,Sorghum,1990,10182,1976,9880.07,24.53
8253,Lakshadweep Islands,Sweet potatoes,1990,64286,1976,9880.07,24.53
8254,Lakshadweep Islands,Wheat,1990,5769,1976,9880.07,24.53
8255,Lakshadweep Islands,Cassava,1991,76776,1976,6289.7,24.61
8256,Lakshadweep Islands,Maize,1991,13185,1976,6289.7,24.61
8257,Lakshadweep Islands,Plantains and others,1991,153416,1976,6289.7,24.61
8258,Lakshadweep Islands,Potatoes,1991,126721,1976,6289.7,24.61
8259,Lakshadweep Islands,"Rice, paddy",1991,25924,1976,6289.7,24.61
8260,Lakshadweep Islands,Sorghum,1991,9586,1976,6289.7,24.61
8261,Lakshadweep Islands,Sweet potatoes,1991,65517,1976,6289.7,24.61
8262,Lakshadweep Islands,Wheat,1991,5797,1976,6289.7,24.61
8263,Lakshadweep Islands,Cassava,1992,77191,1976,9904.59,24.77
8264,Lakshadweep Islands,Maize,1992,12942,1976,9904.59,24.77
8265,Lakshadweep Islands,Plantains and others,1992,140017,1976,9904.59,24.77
8266,Lakshadweep Islands,Potatoes,1992,168751,1976,9904.59,24.77
8267,Lakshadweep Islands,"Rice, paddy",1992,26931,1976,9904.59,24.77
8268,Lakshadweep Islands,Sorghum,1992,12883,1976,9904.59,24.77
8269,Lakshadweep Islands,Sweet potatoes,1992,64667,1976,9904.59,24.77
8270,Lakshadweep Islands,Wheat,1992,5926,1976,9904.59,24.77
8271,Lakshadweep Islands,Cassava,1993,70729,1976,6768,24.58
8272,Lakshadweep Islands,Maize,1993,13694,1976,6768,24.58
8273,Lakshadweep Islands,Plantains and others,1993,144636,1976,6768,24.58
8274,Lakshadweep Islands,Potatoes,1993,114676,1976,6768,24.58
8275,Lakshadweep Islands,"Rice, paddy",1993,26536,1976,6768,24.58
8276,Lakshadweep Islands,Sorghum,1993,9183,1976,6768,24.58
8277,Lakshadweep Islands,Soybeans,1993,19227,1976,6768,24.58
8278,Lakshadweep Islands,Sweet potatoes,1993,64516,1976,6768,24.58
8279,Lakshadweep Islands,Wheat,1993,5808,1976,6768,24.58
8280,Lakshadweep Islands,Cassava,1994,67304,1976,3160.91,24.87
8281,Lakshadweep Islands,Maize,1994,13837,1976,3160.91,24.87
8282,Lakshadweep Islands,Plantains and others,1994,171911,1976,3160.91,24.87
8283,Lakshadweep Islands,Potatoes,1994,107494,1976,3160.91,24.87
8284,Lakshadweep Islands,"Rice, paddy",1994,24906,1976,3160.91,24.87
8285,Lakshadweep Islands,Sorghum,1994,6953,1976,3160.91,24.87
8286,Lakshadweep Islands,Soybeans,1994,19780,1976,3160.91,24.87
8287,Lakshadweep Islands,Sweet potatoes,1994,64327,1976,3160.91,24.87
8288,Lakshadweep Islands,Wheat,1994,6071,1976,3160.91,24.87
8289,Lakshadweep Islands,Cassava,1995,61251,1976,7800,24.95
8290,Lakshadweep Islands,Maize,1995,16396,1976,7800,24.95
8291,Lakshadweep Islands,Plantains and others,1995,166370,1976,7800,24.95
8292,Lakshadweep Islands,Potatoes,1995,108075,1976,7800,24.95
8293,Lakshadweep Islands,"Rice, paddy",1995,26103,1976,7800,24.95
8294,Lakshadweep Islands,Sorghum,1995,8281,1976,7800,24.95
8295,Lakshadweep Islands,Soybeans,1995,20000,1976,7800,24.95
8296,Lakshadweep Islands,Sweet potatoes,1995,64221,1976,7800,24.95
8297,Lakshadweep Islands,Wheat,1995,5940,1976,7800,24.95
8298,Lakshadweep Islands,Cassava,1996,56912,1976,6464,24.39
8299,Lakshadweep Islands,Maize,1996,16180,1976,6464,24.39
8300,Lakshadweep Islands,Plantains and others,1996,163476,1976,6464,24.39
8301,Lakshadweep Islands,Potatoes,1996,128591,1976,6464,24.39
8302,Lakshadweep Islands,"Rice, paddy",1996,26768,1976,6464,24.39
8303,Lakshadweep Islands,Sorghum,1996,11612,1976,6464,24.39
8304,Lakshadweep Islands,Soybeans,1996,20000,1976,6464,24.39
8305,Lakshadweep Islands,Sweet potatoes,1996,64106,1976,6464,24.39
8306,Lakshadweep Islands,Wheat,1996,5999,1976,6464,24.39
8307,Lakshadweep Islands,Cassava,1997,50689,1976,6980,25.03
8308,Lakshadweep Islands,Maize,1997,15591,1976,6980,25.03
8309,Lakshadweep Islands,Plantains and others,1997,146964,1976,6980,25.03
8310,Lakshadweep Islands,Potatoes,1997,132505,1976,6980,25.03
8311,Lakshadweep Islands,"Rice, paddy",1997,31028,1976,6980,25.03
8312,Lakshadweep Islands,Sorghum,1997,13079,1976,6980,25.03
8313,Lakshadweep Islands,Soybeans,1997,20000,1976,6980,25.03
8314,Lakshadweep Islands,Sweet potatoes,1997,64006,1976,6980,25.03
8315,Lakshadweep Islands,Wheat,1997,6667,1976,6980,25.03
8316,Lakshadweep Islands,Cassava,1998,47145,1976,3495,25.37
8317,Lakshadweep Islands,Maize,1998,10557,1976,3495,25.37
8318,Lakshadweep Islands,Plantains and others,1998,126148,1976,3495,25.37
8319,Lakshadweep Islands,Potatoes,1998,129694,1976,3495,25.37
8320,Lakshadweep Islands,"Rice, paddy",1998,25468,1976,3495,25.37
8321,Lakshadweep Islands,Sorghum,1998,10970,1976,3495,25.37
8322,Lakshadweep Islands,Soybeans,1998,21429,1976,3495,25.37
8323,Lakshadweep Islands,Sweet potatoes,1998,63915,1976,3495,25.37
8324,Lakshadweep Islands,Wheat,1998,5000,1976,3495,25.37
8325,Lakshadweep Islands,Cassava,1999,40120,1976,2387,24.41
8326,Lakshadweep Islands,Maize,1999,12249,1976,2387,24.41
8327,Lakshadweep Islands,Plantains and others,1999,108108,1976,2387,24.41
8328,Lakshadweep Islands,Potatoes,1999,105190,1976,2387,24.41
8329,Lakshadweep Islands,"Rice, paddy",1999,21850,1976,2387,24.41
8330,Lakshadweep Islands,Sorghum,1999,8597,1976,2387,24.41
8331,Lakshadweep Islands,Soybeans,1999,21429,1976,2387,24.41
8332,Lakshadweep Islands,Sweet potatoes,1999,63402,1976,2387,24.41
8333,Lakshadweep Islands,Wheat,1999,4750,1976,2387,24.41
8334,Lakshadweep Islands,Cassava,2000,39900,1976,4376,24.43
8335,Lakshadweep Islands,Maize,2000,14360,1976,4376,24.43
8336,Lakshadweep Islands,Plantains and others,2000,89864,1976,4376,24.43
8337,Lakshadweep Islands,Potatoes,2000,163204,1976,4376,24.43
8338,Lakshadweep Islands,"Rice, paddy",2000,22923,1976,4376,24.43
8339,Lakshadweep Islands,Sorghum,2000,9708,1976,4376,24.43
8340,Lakshadweep Islands,Soybeans,2000,20000,1976,4376,24.43
8341,Lakshadweep Islands,Sweet potatoes,2000,63499,1976,4376,24.43
8342,Lakshadweep Islands,Wheat,2000,5258,1976,4376,24.43
8343,Lakshadweep Islands,Cassava,2001,39716,1976,1141,24.4
8344,Lakshadweep Islands,Maize,2001,14992,1976,1141,24.4
8345,Lakshadweep Islands,Plantains and others,2001,87408,1976,1141,24.4
8346,Lakshadweep Islands,Potatoes,2001,170700,1976,1141,24.4
8347,Lakshadweep Islands,"Rice, paddy",2001,34989,1976,1141,24.4
8348,Lakshadweep Islands,Sorghum,2001,11104,1976,1141,24.4
8349,Lakshadweep Islands,Soybeans,2001,18750,1976,1141,24.4
8350,Lakshadweep Islands,Sweet potatoes,2001,63626,1976,1141,24.4
8351,Lakshadweep Islands,Wheat,2001,5305,1976,1141,24.4
8352,Lakshadweep Islands,Cassava,2002,34738,1976,1772.3,24.61
8353,Lakshadweep Islands,Maize,2002,13655,1976,1772.3,24.61
8354,Lakshadweep Islands,Plantains and others,2002,87324,1976,1772.3,24.61
8355,Lakshadweep Islands,Potatoes,2002,165543,1976,1772.3,24.61
8356,Lakshadweep Islands,"Rice, paddy",2002,23573,1976,1772.3,24.61
8357,Lakshadweep Islands,Sorghum,2002,11508,1976,1772.3,24.61
8358,Lakshadweep Islands,Soybeans,2002,19516,1976,1772.3,24.61
8359,Lakshadweep Islands,Sweet potatoes,2002,62000,1976,1772.3,24.61
8360,Lakshadweep Islands,Wheat,2002,5309,1976,1772.3,24.61
8361,Lakshadweep Islands,Cassava,2004,38661,1976,3034.91,24.68
8362,Lakshadweep Islands,Maize,2004,13855,1976,3034.91,24.68
8363,Lakshadweep Islands,Plantains and others,2004,85420,1976,3034.91,24.68
8364,Lakshadweep Islands,Potatoes,2004,172745,1976,3034.91,24.68
8365,Lakshadweep Islands,"Rice, paddy",2004,41050,1976,3034.91,24.68
8366,Lakshadweep Islands,Sorghum,2004,11509,1976,3034.91,24.68
8367,Lakshadweep Islands,Soybeans,2004,20787,1976,3034.91,24.68
8368,Lakshadweep Islands,Sweet potatoes,2004,63462,1976,3034.91,24.68
8369,Lakshadweep Islands,Wheat,2004,5287,1976,3034.91,24.68
8370,Lakshadweep Islands,Cassava,2005,40000,1976,3666.21,24.77
8371,Lakshadweep Islands,Maize,2005,15387,1976,3666.21,24.77
8372,Lakshadweep Islands,Plantains and others,2005,84440,1976,3666.21,24.77
8373,Lakshadweep Islands,Potatoes,2005,161908,1976,3666.21,24.77
8374,Lakshadweep Islands,"Rice, paddy",2005,37417,1976,3666.21,24.77
8375,Lakshadweep Islands,Sorghum,2005,11492,1976,3666.21,24.77
8376,Lakshadweep Islands,Soybeans,2005,21122,1976,3666.21,24.77
8377,Lakshadweep Islands,Sweet potatoes,2005,64151,1976,3666.21,24.77
8378,Lakshadweep Islands,Wheat,2005,5327,1976,3666.21,24.77
8379,Lakshadweep Islands,Cassava,2006,40196,1976,4297.51,24.88
8380,Lakshadweep Islands,Maize,2006,15394,1976,4297.51,24.88
8381,Lakshadweep Islands,Plantains and others,2006,89857,1976,4297.51,24.88
8382,Lakshadweep Islands,Potatoes,2006,162963,1976,4297.51,24.88
8383,Lakshadweep Islands,"Rice, paddy",2006,49229,1976,4297.51,24.88
8384,Lakshadweep Islands,Sorghum,2006,11500,1976,4297.51,24.88
8385,Lakshadweep Islands,Soybeans,2006,21333,1976,4297.51,24.88
8386,Lakshadweep Islands,Sweet potatoes,2006,64286,1976,4297.51,24.88
8387,Lakshadweep Islands,Wheat,2006,5367,1976,4297.51,24.88
8388,Lakshadweep Islands,Cassava,2007,51254,1976,5283.93,24.55
8389,Lakshadweep Islands,Maize,2007,16922,1976,5283.93,24.55
8390,Lakshadweep Islands,Plantains and others,2007,85951,1976,5283.93,24.55
8391,Lakshadweep Islands,Potatoes,2007,181923,1976,5283.93,24.55
8392,Lakshadweep Islands,"Rice, paddy",2007,50483,1976,5283.93,24.55
8393,Lakshadweep Islands,Sorghum,2007,11496,1976,5283.93,24.55
8394,Lakshadweep Islands,Soybeans,2007,20824,1976,5283.93,24.55
8395,Lakshadweep Islands,Sweet potatoes,2007,64754,1976,5283.93,24.55
8396,Lakshadweep Islands,Wheat,2007,5409,1976,5283.93,24.55
8397,Lakshadweep Islands,Cassava,2008,57405,1976,5130.42,24.25
8398,Lakshadweep Islands,Maize,2008,16885,1976,5130.42,24.25
8399,Lakshadweep Islands,Plantains and others,2008,86715,1976,5130.42,24.25
8400,Lakshadweep Islands,Potatoes,2008,210827,1976,5130.42,24.25
8401,Lakshadweep Islands,"Rice, paddy",2008,51911,1976,5130.42,24.25
8402,Lakshadweep Islands,Sorghum,2008,11500,1976,5130.42,24.25
8403,Lakshadweep Islands,Soybeans,2008,20598,1976,5130.42,24.25
8404,Lakshadweep Islands,Sweet potatoes,2008,64286,1976,5130.42,24.25
8405,Lakshadweep Islands,Wheat,2008,5452,1976,5130.42,24.25
8406,Lakshadweep Islands,Cassava,2009,65876,1976,4344.36,24.77
8407,Lakshadweep Islands,Maize,2009,17503,1976,4344.36,24.77
8408,Lakshadweep Islands,Plantains and others,2009,98922,1976,4344.36,24.77
8409,Lakshadweep Islands,Potatoes,2009,166654,1976,4344.36,24.77
8410,Lakshadweep Islands,"Rice, paddy",2009,49376,1976,4344.36,24.77
8411,Lakshadweep Islands,Sorghum,2009,11492,1976,4344.36,24.77
8412,Lakshadweep Islands,Soybeans,2009,20687,1976,4344.36,24.77
8413,Lakshadweep Islands,Sweet potatoes,2009,64220,1976,4344.36,24.77
8414,Lakshadweep Islands,Wheat,2009,5750,1976,4344.36,24.77
8415,Lakshadweep Islands,Cassava,2010,63483,1976,5736.63,24.49
8416,Lakshadweep Islands,Maize,2010,16504,1976,5736.63,24.49
8417,Lakshadweep Islands,Plantains and others,2010,108014,1976,5736.63,24.49
8418,Lakshadweep Islands,Potatoes,2010,146252,1976,5736.63,24.49
8419,Lakshadweep Islands,"Rice, paddy",2010,57287,1976,5736.63,24.49
8420,Lakshadweep Islands,Sorghum,2010,10442,1976,5736.63,24.49
8421,Lakshadweep Islands,Soybeans,2010,20753,1976,5736.63,24.49
8422,Lakshadweep Islands,Sweet potatoes,2010,63916,1976,5736.63,24.49
8423,Lakshadweep Islands,Wheat,2010,5524,1976,5736.63,24.49
8424,Lakshadweep Islands,Cassava,2011,77259,1976,6324.41,24.63
8425,Lakshadweep Islands,Maize,2011,16593,1976,6324.41,24.63
8426,Lakshadweep Islands,Plantains and others,2011,119975,1976,6324.41,24.63
8427,Lakshadweep Islands,Potatoes,2011,159629,1976,6324.41,24.63
8428,Lakshadweep Islands,"Rice, paddy",2011,57761,1976,6324.41,24.63
8429,Lakshadweep Islands,Sorghum,2011,12477,1976,6324.41,24.63
8430,Lakshadweep Islands,Soybeans,2011,20819,1976,6324.41,24.63
8431,Lakshadweep Islands,Sweet potatoes,2011,64000,1976,6324.41,24.63
8432,Lakshadweep Islands,Wheat,2011,5445,1976,6324.41,24.63
8433,Lakshadweep Islands,Cassava,2012,70134,1976,7194.91,24.47
8434,Lakshadweep Islands,Maize,2012,15795,1976,7194.91,24.47
8435,Lakshadweep Islands,Plantains and others,2012,119965,1976,7194.91,24.47
8436,Lakshadweep Islands,Potatoes,2012,142073,1976,7194.91,24.47
8437,Lakshadweep Islands,"Rice, paddy",2012,59734,1976,7194.91,24.47
8438,Lakshadweep Islands,Sorghum,2012,12333,1976,7194.91,24.47
8439,Lakshadweep Islands,Soybeans,2012,20884,1976,7194.91,24.47
8440,Lakshadweep Islands,Sweet potatoes,2012,62500,1976,7194.91,24.47
8441,Lakshadweep Islands,Wheat,2012,5517,1976,7194.91,24.47
8442,Lakshadweep Islands,Cassava,2013,76637,1976,7194.91,24.86
8443,Lakshadweep Islands,Maize,2013,16214,1976,7194.91,24.86
8444,Lakshadweep Islands,Plantains and others,2013,121433,1976,7194.91,24.86
8445,Lakshadweep Islands,Potatoes,2013,163465,1976,7194.91,24.86
8446,Lakshadweep Islands,"Rice, paddy",2013,61214,1976,7194.91,24.86
8447,Lakshadweep Islands,Sorghum,2013,11980,1976,7194.91,24.86
8448,Lakshadweep Islands,Soybeans,2013,20950,1976,7194.91,24.86
8449,Lakshadweep Islands,Sweet potatoes,2013,62500,1976,7194.91,24.86
8450,Lakshadweep Islands,Wheat,2013,5528,1976,7194.91,24.86
8451,Madhya Pradesh,Cassava,1990,120691,2702,2432,25.37
8452,Madhya Pradesh,Cassava,1990,120691,2702,2432,27.05
8453,Madhya Pradesh,Cassava,1990,120691,2702,2432,27.11
8454,Madhya Pradesh,Cassava,1990,120691,2702,2432,27.18
8455,Madhya Pradesh,Cassava,1990,120691,2702,2432,26.79
8456,Madhya Pradesh,Cassava,1990,120691,2702,2432,27.47
8457,Madhya Pradesh,Maize,1990,21323,2702,2432,25.37
8458,Madhya Pradesh,Maize,1990,21323,2702,2432,27.05
8459,Madhya Pradesh,Maize,1990,21323,2702,2432,27.11
8460,Madhya Pradesh,Maize,1990,21323,2702,2432,27.18
8461,Madhya Pradesh,Maize,1990,21323,2702,2432,26.79
8462,Madhya Pradesh,Maize,1990,21323,2702,2432,27.47
8463,Madhya Pradesh,Potatoes,1990,141637,2702,2432,25.37
8464,Madhya Pradesh,Potatoes,1990,141637,2702,2432,27.05
8465,Madhya Pradesh,Potatoes,1990,141637,2702,2432,27.11
8466,Madhya Pradesh,Potatoes,1990,141637,2702,2432,27.18
8467,Madhya Pradesh,Potatoes,1990,141637,2702,2432,26.79
8468,Madhya Pradesh,Potatoes,1990,141637,2702,2432,27.47
8469,Madhya Pradesh,"Rice, paddy",1990,43018,2702,2432,25.37
8470,Madhya Pradesh,"Rice, paddy",1990,43018,2702,2432,27.05
8471,Madhya Pradesh,"Rice, paddy",1990,43018,2702,2432,27.11
8472,Madhya Pradesh,"Rice, paddy",1990,43018,2702,2432,27.18
8473,Madhya Pradesh,"Rice, paddy",1990,43018,2702,2432,26.79
8474,Madhya Pradesh,"Rice, paddy",1990,43018,2702,2432,27.47
8475,Madhya Pradesh,Soybeans,1990,11149,2702,2432,25.37
8476,Madhya Pradesh,Soybeans,1990,11149,2702,2432,27.05
8477,Madhya Pradesh,Soybeans,1990,11149,2702,2432,27.11
8478,Madhya Pradesh,Soybeans,1990,11149,2702,2432,27.18
8479,Madhya Pradesh,Soybeans,1990,11149,2702,2432,26.79
8480,Madhya Pradesh,Soybeans,1990,11149,2702,2432,27.47
8481,Madhya Pradesh,Sweet potatoes,1990,94450,2702,2432,25.37
8482,Madhya Pradesh,Sweet potatoes,1990,94450,2702,2432,27.05
8483,Madhya Pradesh,Sweet potatoes,1990,94450,2702,2432,27.11
8484,Madhya Pradesh,Sweet potatoes,1990,94450,2702,2432,27.18
8485,Madhya Pradesh,Sweet potatoes,1990,94450,2702,2432,26.79
8486,Madhya Pradesh,Sweet potatoes,1990,94450,2702,2432,27.47
8487,Madhya Pradesh,Cassava,1991,120946,2702,3259,25.27
8488,Madhya Pradesh,Cassava,1991,120946,2702,3259,27.04
8489,Madhya Pradesh,Cassava,1991,120946,2702,3259,26.92
8490,Madhya Pradesh,Cassava,1991,120946,2702,3259,27.05
8491,Madhya Pradesh,Cassava,1991,120946,2702,3259,26.61
8492,Madhya Pradesh,Cassava,1991,120946,2702,3259,27.21
8493,Madhya Pradesh,Maize,1991,21505,2702,3259,25.27
8494,Madhya Pradesh,Maize,1991,21505,2702,3259,27.04
8495,Madhya Pradesh,Maize,1991,21505,2702,3259,26.92
8496,Madhya Pradesh,Maize,1991,21505,2702,3259,27.05
8497,Madhya Pradesh,Maize,1991,21505,2702,3259,26.61
8498,Madhya Pradesh,Maize,1991,21505,2702,3259,27.21
8499,Madhya Pradesh,Potatoes,1991,132721,2702,3259,25.27
8500,Madhya Pradesh,Potatoes,1991,132721,2702,3259,27.04
8501,Madhya Pradesh,Potatoes,1991,132721,2702,3259,26.92
8502,Madhya Pradesh,Potatoes,1991,132721,2702,3259,27.05
8503,Madhya Pradesh,Potatoes,1991,132721,2702,3259,26.61
8504,Madhya Pradesh,Potatoes,1991,132721,2702,3259,27.21
8505,Madhya Pradesh,"Rice, paddy",1991,43465,2702,3259,25.27
8506,Madhya Pradesh,"Rice, paddy",1991,43465,2702,3259,27.04
8507,Madhya Pradesh,"Rice, paddy",1991,43465,2702,3259,26.92
8508,Madhya Pradesh,"Rice, paddy",1991,43465,2702,3259,27.05
8509,Madhya Pradesh,"Rice, paddy",1991,43465,2702,3259,26.61
8510,Madhya Pradesh,"Rice, paddy",1991,43465,2702,3259,27.21
8511,Madhya Pradesh,Soybeans,1991,11369,2702,3259,25.27
8512,Madhya Pradesh,Soybeans,1991,11369,2702,3259,27.04
8513,Madhya Pradesh,Soybeans,1991,11369,2702,3259,26.92
8514,Madhya Pradesh,Soybeans,1991,11369,2702,3259,27.05
8515,Madhya Pradesh,Soybeans,1991,11369,2702,3259,26.61
8516,Madhya Pradesh,Soybeans,1991,11369,2702,3259,27.21
8517,Madhya Pradesh,Sweet potatoes,1991,95150,2702,3259,25.27
8518,Madhya Pradesh,Sweet potatoes,1991,95150,2702,3259,27.04
8519,Madhya Pradesh,Sweet potatoes,1991,95150,2702,3259,26.92
8520,Madhya Pradesh,Sweet potatoes,1991,95150,2702,3259,27.05
8521,Madhya Pradesh,Sweet potatoes,1991,95150,2702,3259,26.61
8522,Madhya Pradesh,Sweet potatoes,1991,95150,2702,3259,27.21
8523,Madhya Pradesh,Cassava,1992,122220,2702,825,25.17
8524,Madhya Pradesh,Cassava,1992,122220,2702,825,26.96
8525,Madhya Pradesh,Cassava,1992,122220,2702,825,27.01
8526,Madhya Pradesh,Cassava,1992,122220,2702,825,27.2
8527,Madhya Pradesh,Cassava,1992,122220,2702,825,26.72
8528,Madhya Pradesh,Cassava,1992,122220,2702,825,27.4
8529,Madhya Pradesh,Maize,1992,22030,2702,825,25.17
8530,Madhya Pradesh,Maize,1992,22030,2702,825,26.96
8531,Madhya Pradesh,Maize,1992,22030,2702,825,27.01
8532,Madhya Pradesh,Maize,1992,22030,2702,825,27.2
8533,Madhya Pradesh,Maize,1992,22030,2702,825,26.72
8534,Madhya Pradesh,Maize,1992,22030,2702,825,27.4
8535,Madhya Pradesh,Potatoes,1992,143819,2702,825,25.17
8536,Madhya Pradesh,Potatoes,1992,143819,2702,825,26.96
8537,Madhya Pradesh,Potatoes,1992,143819,2702,825,27.01
8538,Madhya Pradesh,Potatoes,1992,143819,2702,825,27.2
8539,Madhya Pradesh,Potatoes,1992,143819,2702,825,26.72
8540,Madhya Pradesh,Potatoes,1992,143819,2702,825,27.4
8541,Madhya Pradesh,"Rice, paddy",1992,43446,2702,825,25.17
8542,Madhya Pradesh,"Rice, paddy",1992,43446,2702,825,26.96
8543,Madhya Pradesh,"Rice, paddy",1992,43446,2702,825,27.01
8544,Madhya Pradesh,"Rice, paddy",1992,43446,2702,825,27.2
8545,Madhya Pradesh,"Rice, paddy",1992,43446,2702,825,26.72
8546,Madhya Pradesh,"Rice, paddy",1992,43446,2702,825,27.4
8547,Madhya Pradesh,Soybeans,1992,11230,2702,825,25.17
8548,Madhya Pradesh,Soybeans,1992,11230,2702,825,26.96
8549,Madhya Pradesh,Soybeans,1992,11230,2702,825,27.01
